Event	ID	Name			Wwise Object Path	Notes
	15662850	UI_Button_Up			\Default Work Unit\Ui_Folder\UI_Button_Up	
	18309885	UI_Button_Enter			\Default Work Unit\Ui_Folder\UI_Button_Enter	
	100151336	Ambient_Campfire_Stop			\Default Work Unit\3D Emitters\Ambient_Campfire_Stop	
	120976108	Ambient_Torch			\Default Work Unit\3D Emitters\Ambient_Torch	
	156563189	UI_Button_Down			\Default Work Unit\Ui_Folder\UI_Button_Down	
	448719855	Destruction_Crystal_Destroy			\Default Work Unit\Destruction\Destruction_Crystal_Destroy	
	750089663	UI_Menu_Teleport			\Default Work Unit\Ui_Folder\UI_Menu_Teleport	
	808893336	UI_QuestRoll_Close			\Default Work Unit\Ui_Folder\UI_QuestRoll_Close	
	844130829	Quest_CompleteCollection			\Default Work Unit\Ui_Folder\Quest_CompleteCollection	
	949395292	UI_QuestRoll_Open			\Default Work Unit\Ui_Folder\UI_QuestRoll_Open	
	1464993479	UI_Menu_Resume			\Default Work Unit\Ui_Folder\UI_Menu_Resume	
	1532327793	Music_TitleScreen			\Default Work Unit\Music_TitleScreen	
	1882971781	Music_Credits			\Default Work Unit\Music_Credits	
	1934835592	Ambient_Waterfall			\Default Work Unit\3D Emitters\Ambient_Waterfall	
	1999886838	Destruction_Rock_Destroy			\Default Work Unit\Destruction\Destruction_Rock_Destroy	
	2199611969	UI_Inventory_Open			\Default Work Unit\Ui_Folder\UI_Inventory_Open	
	2208964750	Ambient_Windmill			\Default Work Unit\3D Emitters\Ambient_Windmill	
	2258053876	Ambient_River			\Default Work Unit\3D Emitters\Ambient_River	
	2278290679	UI_Inventory_Close			\Default Work Unit\Ui_Folder\UI_Inventory_Close	
	2325560497	UI_Button_Exit			\Default Work Unit\Ui_Folder\UI_Button_Exit	
	2355650095	Ambient_Crystal_Hum			\Default Work Unit\3D Emitters\Ambient_Crystal_Hum	
	2453392179	Player_Footstep			\Default Work Unit\Player_Footstep	
	2541270269	Destruction_VolcanicBoulder_Impact			\Default Work Unit\Destruction\Destruction_VolcanicBoulder_Impact	
	2644063196	Ambient_WaterDrop			\Default Work Unit\3D Emitters\Ambient_WaterDrop	
	2792117052	UI_QuestRoll_Hide			\Default Work Unit\Ui_Folder\UI_QuestRoll_Hide	
	3237189652	UI_Menu_Pause			\Default Work Unit\Ui_Folder\UI_Menu_Pause	
	3240473869	Quest_Complete			\Default Work Unit\Ui_Folder\Quest_Complete	
	3250765487	Destruction_Core_Explosion			\Default Work Unit\Destruction\Destruction_Core_Explosion	
	3474566310	UI_Menu_Select			\Default Work Unit\Ui_Folder\UI_Menu_Select	
	3664581270	Ambient_Campfire_Play			\Default Work Unit\3D Emitters\Ambient_Campfire_Play	
	3699139167	UI_QuestRoll_Show			\Default Work Unit\Ui_Folder\UI_QuestRoll_Show	
	3741135221	Music_Region			\Default Work Unit\Music_Region	
	3749307760	UI_Inventory_Roll			\Default Work Unit\Ui_Folder\UI_Inventory_Roll	
	4254124015	Destruction_Container			\Default Work Unit\Destruction\Destruction_Container	
	4275106484	Ambient_Lava			\Default Work Unit\3D Emitters\Ambient_Lava	

Switch Group	ID	Name			Wwise Object Path	Notes
	4064446173	Surface_Type			\Default Work Unit\Surface_Type	

Switch	ID	Name	Switch Group			Notes
	286660663	Rubble	Surface_Type			
	582824249	Leaves	Surface_Type			
	803837735	Sand	Surface_Type			
	1216965916	Stone	Surface_Type			
	2058049674	Wood	Surface_Type			
	2195636714	Dirt	Surface_Type			
	2654748154	Water	Surface_Type			
	4248645337	Grass	Surface_Type			

State Group	ID	Name			Wwise Object Path	Notes
	2106907484	Music_Regions			\Default Work Unit\Music_Regions	

State	ID	Name	State Group			Notes
	608898761	Dungeon	Music_Regions			
	748895195	None	Music_Regions			
	1421251628	Woodlands	Music_Regions			
	1850388778	Desert	Music_Regions			
	3132368115	WwizardHouse	Music_Regions			
	3160623154	Silent	Music_Regions			
	3424056949	Nowhere	Music_Regions			
	3945572659	Village	Music_Regions			
	4122393694	Cave	Music_Regions			

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	78587494	BAS_Destroy_Wood_03	C:\Users\Marcel\Documents\GitHub\Game_Engine\Wwise-Adventure-Game\Wwise_Project\.cache\Windows\SFX\BAS_Destroy_Wood_03_10C4C929.wem		\Actor-Mixer Hierarchy\Factory Soundseed Air Objects\Destruction\Wood\BAS_Destroy_Wood_03		132284
	81328814	BAS_WindMillBlade_01	C:\Users\Marcel\Documents\GitHub\Game_Engine\Wwise-Adventure-Game\Wwise_Project\.cache\Windows\SFX\BAS_WindMillBlade_01_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Windmill\BAS_WindMillBlade_01		1622112
	81864614	Quest_Complete	C:\Users\Marcel\Documents\GitHub\Game_Engine\Wwise-Adventure-Game\Wwise_Project\.cache\Windows\SFX\Quest_Complete_10C4C929.wem		\Actor-Mixer Hierarchy\Factory Soundseed Air Objects\Ui\Quest_Complete		377952
	83372869	Dungeon_120BPM_4_4_L8M_P1M	C:\Users\Marcel\Documents\GitHub\Game_Engine\Wwise-Adventure-Game\Wwise_Project\.cache\Windows\SFX\Dungeon_120BPM_4_4_L8M_P1M_D79FB2B7.wem		\Interactive Music Hierarchy\Default Work Unit\Music_Regions\Dungeon\Dungeon_120BPM_4_4_L8M_P1M\Dungeon_120BPM_4_4_L8M_P1M		4224160
	84478941	Quest_CompleteCollection	C:\Users\Marcel\Documents\GitHub\Game_Engine\Wwise-Adventure-Game\Wwise_Project\.cache\Windows\SFX\Quest_CompleteCollection_10C4C929.wem		\Actor-Mixer Hierarchy\Factory Soundseed Air Objects\Ui\Quest_CompleteCollection		345696
	89461406	BAS_Inventory_Open	C:\Users\Marcel\Documents\GitHub\Game_Engine\Wwise-Adventure-Game\Wwise_Project\.cache\Windows\SFX\BAS_Inventory_Open_10C4C929.wem		\Actor-Mixer Hierarchy\Factory Soundseed Air Objects\Ui\BAS_Inventory_Open		45400
	100646214	BAS_Player_Footstep_dirt_walk_06	C:\Users\Marcel\Documents\GitHub\Game_Engine\Wwise-Adventure-Game\Wwise_Project\.cache\Windows\SFX\BAS_Player_Footstep_dirt_walk_06_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Surface_Type\Dirt\BAS_Player_Footstep_dirt_walk_06		47032
	100752301	BAS_Player_Footstep_water_walk_01	C:\Users\Marcel\Documents\GitHub\Game_Engine\Wwise-Adventure-Game\Wwise_Project\.cache\Windows\SFX\BAS_Player_Footstep_water_walk_01_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Surface_Type\Water\BAS_Player_Footstep_water_walk_01		47220
	113439921	BAS_Destroy_Wood_02	C:\Users\Marcel\Documents\GitHub\Game_Engine\Wwise-Adventure-Game\Wwise_Project\.cache\Windows\SFX\BAS_Destroy_Wood_02_10C4C929.wem		\Actor-Mixer Hierarchy\Factory Soundseed Air Objects\Destruction\Wood\BAS_Destroy_Wood_02		77920
	113779928	BAS_Player_Footstep_grass_walk_02	C:\Users\Marcel\Documents\GitHub\Game_Engine\Wwise-Adventure-Game\Wwise_Project\.cache\Windows\SFX\BAS_Player_Footstep_grass_walk_02_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Surface_Type\Grass\BAS_Player_Footstep_grass_walk_02		51004
	114168133	BAS_WaterDrops_05	C:\Users\Marcel\Documents\GitHub\Game_Engine\Wwise-Adventure-Game\Wwise_Project\.cache\Windows\SFX\BAS_WaterDrops_05_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambient_WaterDrop\BAS_WaterDrops_05		43296
	124783483	BAS_Player_Footstep_stone_walk_03	C:\Users\Marcel\Documents\GitHub\Game_Engine\Wwise-Adventure-Game\Wwise_Project\.cache\Windows\SFX\BAS_Player_Footstep_stone_walk_03_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Surface_Type\Stone\BAS_Player_Footstep_stone_walk_03		48070
	131351217	BAS_Inventory_Close	C:\Users\Marcel\Documents\GitHub\Game_Engine\Wwise-Adventure-Game\Wwise_Project\.cache\Windows\SFX\BAS_Inventory_Close_10C4C929.wem		\Actor-Mixer Hierarchy\Factory Soundseed Air Objects\Ui\BAS_Inventory_Close		46656
	136099877	BAS_Button_Over	C:\Users\Marcel\Documents\GitHub\Game_Engine\Wwise-Adventure-Game\Wwise_Project\.cache\Windows\SFX\BAS_Button_Over_10C4C929.wem		\Actor-Mixer Hierarchy\Factory Soundseed Air Objects\Ui\BAS_Button_Over		21272
	199188358	BAS_Player_Footstep_wood_walk_04	C:\Users\Marcel\Documents\GitHub\Game_Engine\Wwise-Adventure-Game\Wwise_Project\.cache\Windows\SFX\BAS_Player_Footstep_wood_walk_04_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Surface_Type\Wood\BAS_Player_Footstep_wood_walk_04		45328
	204400005	BAS_Player_Footstep_dirt_walk_05	C:\Users\Marcel\Documents\GitHub\Game_Engine\Wwise-Adventure-Game\Wwise_Project\.cache\Windows\SFX\BAS_Player_Footstep_dirt_walk_05_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Surface_Type\Dirt\BAS_Player_Footstep_dirt_walk_05		47410
	217978324	BAS_Player_Footstep_stone_walk_04	C:\Users\Marcel\Documents\GitHub\Game_Engine\Wwise-Adventure-Game\Wwise_Project\.cache\Windows\SFX\BAS_Player_Footstep_stone_walk_04_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Surface_Type\Stone\BAS_Player_Footstep_stone_walk_04		45328
	221803544	BAS_Player_Footstep_rubble_walk_05	C:\Users\Marcel\Documents\GitHub\Game_Engine\Wwise-Adventure-Game\Wwise_Project\.cache\Windows\SFX\BAS_Player_Footstep_rubble_walk_05_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Surface_Type\Rubble\BAS_Player_Footstep_rubble_walk_05		47410
	227957239	BAS_Player_Footstep_rubble_walk_03	C:\Users\Marcel\Documents\GitHub\Game_Engine\Wwise-Adventure-Game\Wwise_Project\.cache\Windows\SFX\BAS_Player_Footstep_rubble_walk_03_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Surface_Type\Rubble\BAS_Player_Footstep_rubble_walk_03		48070
	231622313	TitleScreen_120BPM_4_4_L41M_P2M	C:\Users\Marcel\Documents\GitHub\Game_Engine\Wwise-Adventure-Game\Wwise_Project\.cache\Windows\SFX\TitleScreen_120BPM_4_4_L41M_P2M_D79FB2B7.wem		\Interactive Music Hierarchy\Default Work Unit\Music_Regions\TitleScreen\TitleScreen_120BPM_4_4_L41M_P2M\TitleScreen_120BPM_4_4_L41M_P2M		17664096
	253989883	BAS_Player_Footstep_water_walk_02	C:\Users\Marcel\Documents\GitHub\Game_Engine\Wwise-Adventure-Game\Wwise_Project\.cache\Windows\SFX\BAS_Player_Footstep_water_walk_02_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Surface_Type\Water\BAS_Player_Footstep_water_walk_02		51004
	265187867	BAS_Player_Footstep_rubble_walk_04	C:\Users\Marcel\Documents\GitHub\Game_Engine\Wwise-Adventure-Game\Wwise_Project\.cache\Windows\SFX\BAS_Player_Footstep_rubble_walk_04_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Surface_Type\Rubble\BAS_Player_Footstep_rubble_walk_04		45328
	283221156	Explosion	C:\Users\Marcel\Documents\GitHub\Game_Engine\Wwise-Adventure-Game\Wwise_Project\.cache\Windows\SFX\Explosion_10C4C929.wem		\Actor-Mixer Hierarchy\Factory Soundseed Air Objects\Destruction\Vulcano\Explosion		768160
	315566453	BAS_Player_Footstep_dirt_walk_01	C:\Users\Marcel\Documents\GitHub\Game_Engine\Wwise-Adventure-Game\Wwise_Project\.cache\Windows\SFX\BAS_Player_Footstep_dirt_walk_01_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Surface_Type\Dirt\BAS_Player_Footstep_dirt_walk_01		47220
	344803208	Cave_Silent_WwizardHouse_120BPM_L8M_P0	C:\Users\Marcel\Documents\GitHub\Game_Engine\Wwise-Adventure-Game\Wwise_Project\.cache\Windows\SFX\Cave_Silent_WwizardHouse_120BPM_L8M_P0_D79FB2B7.wem		\Interactive Music Hierarchy\Default Work Unit\Music_Regions\Cave\Cave_Silent_WwizardHouse_120BPM_L8M_P0\Cave_Silent_WwizardHouse_120BPM_L8M_P0		1728096
	358118402	BAS_Player_Footstep_sand_walk_04	C:\Users\Marcel\Documents\GitHub\Game_Engine\Wwise-Adventure-Game\Wwise_Project\.cache\Windows\SFX\BAS_Player_Footstep_sand_walk_04_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Surface_Type\Sand\BAS_Player_Footstep_sand_walk_04		26822
	369807304	BAS_Player_Footstep_sand_walk_03	C:\Users\Marcel\Documents\GitHub\Game_Engine\Wwise-Adventure-Game\Wwise_Project\.cache\Windows\SFX\BAS_Player_Footstep_sand_walk_03_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Surface_Type\Sand\BAS_Player_Footstep_sand_walk_03		36200
	378372934	BAS_WaterDrops_03	C:\Users\Marcel\Documents\GitHub\Game_Engine\Wwise-Adventure-Game\Wwise_Project\.cache\Windows\SFX\BAS_WaterDrops_03_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambient_WaterDrop\BAS_WaterDrops_03		51296
	385628623	BAS_WindMillBlade_03	C:\Users\Marcel\Documents\GitHub\Game_Engine\Wwise-Adventure-Game\Wwise_Project\.cache\Windows\SFX\BAS_WindMillBlade_03_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Windmill\BAS_WindMillBlade_03		352352
	420767044	BAS_Player_Footstep_stone_walk_05	C:\Users\Marcel\Documents\GitHub\Game_Engine\Wwise-Adventure-Game\Wwise_Project\.cache\Windows\SFX\BAS_Player_Footstep_stone_walk_05_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Surface_Type\Stone\BAS_Player_Footstep_stone_walk_05		47410
	424892011	BAS_Lava	C:\Users\Marcel\Documents\GitHub\Game_Engine\Wwise-Adventure-Game\Wwise_Project\.cache\Windows\SFX\BAS_Lava_D79FB2B7.wem		\Actor-Mixer Hierarchy\Default Work Unit\BAS_Lava		1160564
	428107694	Woodlands_Day_120BPM_4_4_L8M_P0	C:\Users\Marcel\Documents\GitHub\Game_Engine\Wwise-Adventure-Game\Wwise_Project\.cache\Windows\SFX\Woodlands_Day_120BPM_4_4_L8M_P0_D79FB2B7.wem		\Interactive Music Hierarchy\Default Work Unit\Music_Regions\Woodlands-Day\Woodlands_Day_120BPM_4_4_L8M_P0\Woodlands_Day_120BPM_4_4_L8M_P0		3840160
	434499914	BAS_Destroy_Rock_01	C:\Users\Marcel\Documents\GitHub\Game_Engine\Wwise-Adventure-Game\Wwise_Project\.cache\Windows\SFX\BAS_Destroy_Rock_01_10C4C929.wem		\Actor-Mixer Hierarchy\Factory Soundseed Air Objects\Destruction\Rock\BAS_Destroy_Rock_01		105568
	444443446	BAS_Player_Footstep_wood_walk_02	C:\Users\Marcel\Documents\GitHub\Game_Engine\Wwise-Adventure-Game\Wwise_Project\.cache\Windows\SFX\BAS_Player_Footstep_wood_walk_02_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Surface_Type\Wood\BAS_Player_Footstep_wood_walk_02		51004
	446773669	BAS_WaterDrops_06	C:\Users\Marcel\Documents\GitHub\Game_Engine\Wwise-Adventure-Game\Wwise_Project\.cache\Windows\SFX\BAS_WaterDrops_06_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambient_WaterDrop\BAS_WaterDrops_06		77856
	473603947	BAS_Destroy_Rock_02	C:\Users\Marcel\Documents\GitHub\Game_Engine\Wwise-Adventure-Game\Wwise_Project\.cache\Windows\SFX\BAS_Destroy_Rock_02_10C4C929.wem		\Actor-Mixer Hierarchy\Factory Soundseed Air Objects\Destruction\Rock\BAS_Destroy_Rock_02		119904
	489616698	BAS_Torch	C:\Users\Marcel\Documents\GitHub\Game_Engine\Wwise-Adventure-Game\Wwise_Project\.cache\Windows\SFX\BAS_Torch_D79FB2B7.wem		\Actor-Mixer Hierarchy\Default Work Unit\BAS_Torch		448524
	513743245	BAS_Waterfall	C:\Users\Marcel\Documents\GitHub\Game_Engine\Wwise-Adventure-Game\Wwise_Project\.cache\Windows\SFX\BAS_Waterfall_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\BAS_Waterfall		768096
